,account_id,account_id_check,tweet_id,account_username,account_name,tweet_text,tweet_created_at,tweet_language,retweet_count,reply_count,like_count,quote_count,profile_image_url,is_reclaimable
0,1191117896,1191117896,1535411487744921600,OmNoticiasAr,Om Noticias,Fernández planteó que el G7 es la oportunidad de poner fin a la guerra en Ucrania https://t.co/fy506wHK0x,2022-06-10 23:59:59+00:00,es,0,0,0,0,https://pbs.twimg.com/profile_images/1202376965614907393/KABJQu0l_normal.jpg,True
1,928390990624448512,928390990624448512,1535411466324660229,bergista1,BANANOCRACIA,"RT @AAretxaba: 1. No importa si alguien gana la guerra montada en Ucrania, casi todos vamos a perder, como siempre. Sí que un puñado de des…",2022-06-10 23:59:54+00:00,es,64,0,0,0,https://pbs.twimg.com/profile_images/1296957743513907200/5ylV_PK-_normal.jpg,True
2,1535409823117979648,1535409823117979648,1535411424587091968,Aleja89231055,Alejandra Montiel,RT @CNNEE: Vladimir Putin utilizó un hecho histórico para justificar la guerra de Rusia en Ucrania. Sigue las últimas noticias del conflict…,2022-06-10 23:59:44+00:00,es,23,0,0,0,https://pbs.twimg.com/profile_images/1535409875873832961/LT8PJ6iB_normal.png,True
3,727666699,727666699,1535411312024600577,ArgentinaSoyNSB,ArgentinaSoy #NSB,RT @AlertaNews24: 🇫🇷🇺🇦 | AHORA - GUERRA UCRANIA-RUSIA: Francia está lista para ayudar en una operación para permitir el acceso seguro al pu…,2022-06-10 23:59:18+00:00,es,113,0,0,0,https://pbs.twimg.com/profile_images/1465875517081624577/nrrS_Uun_normal.jpg,True
4,1130089689430536192,1130089689430536192,1535411257553178624,HConsciens,Climaterra_org,"RT @AAretxaba: 1. No importa si alguien gana la guerra montada en Ucrania, casi todos vamos a perder, como siempre. Sí que un puñado de des…",2022-06-10 23:59:05+00:00,es,64,0,0,0,https://pbs.twimg.com/profile_images/1187523831403106307/3laZOMPr_normal.jpg,True
5,227164527,227164527,1535411217275228160,NerdCopp,nerdCop,RT @TurandotPathy: O que leva um brasileiro de 44 anos com 7 filhos (SETE) ir pra Ucrânia lutar numa guerra que não é dele?!,2022-06-10 23:58:55+00:00,pt,385,0,0,0,https://pbs.twimg.com/profile_images/1490775547655430146/Hmpn7P5E_normal.jpg,True
6,23435992,23435992,1535411179149053952,Sabrinna___,Sabrina Spellman,RT @TurandotPathy: O que leva um brasileiro de 44 anos com 7 filhos (SETE) ir pra Ucrânia lutar numa guerra que não é dele?!,2022-06-10 23:58:46+00:00,pt,385,0,0,0,https://pbs.twimg.com/profile_images/1521188317617967105/jCxUY0mf_normal.jpg,True
7,1430699857,1430699857,1535411176439312384,eapb96,Mandarina,"RT @Drakspartan: Que mmda, el autor de Metro 2033 resulta que ahora es buscado por los federales rusos porque dio unos comentarios acerca d…",2022-06-10 23:58:45+00:00,es,9,0,0,0,https://pbs.twimg.com/profile_images/530424708479479808/nNAME0Bj_normal.jpeg,True
8,1177619956277661697,1177619956277661697,1535411082646405120,RiGeMontesinos,Ricardo Montesinos 🇵🇪,"RT @CombatientesSur: ESTADOS UNIDOS llamó a Ucrania un títere de la guerra contra Rusia

Estados Unidos está utilizando a Ucrania como un e…",2022-06-10 23:58:23+00:00,es,7,0,0,0,https://pbs.twimg.com/profile_images/1413977928048709639/ycLHItcr_normal.jpg,True
9,1424878639489945603,1424878639489945603,1535411072257105920,miguel_090821,LIBERTARIO 08751,RT @elmundoes: La guerra en Ucrania no ha impedido que estos estudiantes de Járkov celebren su graduación https://t.co/YsWMw4zy28,2022-06-10 23:58:20+00:00,es,304,0,0,0,https://pbs.twimg.com/profile_images/1445053242820419586/1n0g-Dk-_normal.jpg,True
10,1391724493769433090,1391724493769433090,1535411060492013568,Tuttifr42113841,Tutti-Frutti,"RT @RicardoAronski1: Ámbito: ""Hay bonos argentinos que rinden igual que los de Ucrania o Sri Lanka, un país en guerra y otro en default"".…",2022-06-10 23:58:18+00:00,es,35,0,0,0,https://pbs.twimg.com/profile_images/1391745907801137154/ZwnR9nJ__normal.jpg,True
11,1466129821788946444,1466129821788946444,1535411016963588096,AnaDonamari,Ana Maria Donamari,"RT @BancoMundialLAC: AmLat comienza a recuperarse tras la COVID19, pero aún enfrenta incertidumbres: 
🦠  Variantes del SARS-CoV-2 
📈  Infla…",2022-06-10 23:58:07+00:00,es,174,0,0,0,https://pbs.twimg.com/profile_images/1466261243623211009/5qCsEwRb_normal.jpg,True
12,1428394418957074442,1428394418957074442,1535410992955416584,LuisAnd27681500,Chuchon,"Yo aquí pensando , a Ucrania le conviene que no saquen el trigo de su país , mientras la guerra nos afecte a todos , hay más urgencias para presionar a Putin para que termine con ella . Con razón llenaron el puerto de minas 🙃",2022-06-10 23:58:01+00:00,es,0,0,0,0,https://pbs.twimg.com/profile_images/1523159081560817665/0wfIwCnh_normal.jpg,True
13,1922453365,1922453365,1535410972369641472,RosiCastroLuque,Rosina Castro Luque,"La bolita de nieve de la inflación ya venía rodando,  y empezaron a culpar a la pandemia (que sólo en parte colaboró).  Ahora que la guerra de Ucrania y Putin.
¿Y luego qué o quién será culpable?",2022-06-10 23:57:57+00:00,es,0,0,0,0,https://pbs.twimg.com/profile_images/578738515447455744/qMrYAVT2_normal.jpeg,True
14,1453101180649938954,1453101180649938954,1535410971442913281,Tiraden81074301,Tiradentes,"Hoje:
107º dia da guerra na Ucránia.
▪️As Forças da Ucrania liquidaram 2 generais russos na região de Kherson
▪️Forças especiais ucranianas trabalharam para zerar o regimento Ahmad em Severodonetsk

  Forças Armadas Ucranianas empurraram a linha de frente a 5-7 km de Zaporizhia",2022-06-10 23:57:56+00:00,pt,0,0,0,0,https://pbs.twimg.com/profile_images/1453104662928924672/a6Iqg-MO_normal.jpg,True
